date,wp1,u,v,ws,wd
2010-01-16 22:00:00,0.075,2.99,1.86,3.52,58.12
2010-01-16 23:00:00,0.165,3.2,2.79,4.25,48.91
2010-01-17 00:00:00,0.07,3.32,3.5,4.82,43.49
2010-01-17 01:00:00,0.08,2.53,2.78,3.76,42.3
2010-01-17 02:00:00,0.0,3.02,3.07,4.31,44.49
2010-01-17 03:00:00,0.01,3.07,2.78,4.14,47.78
2010-01-17 04:00:00,0.04,2.8,2.13,3.52,52.72
2010-01-17 05:00:00,0.04,2.36,1.4,2.74,59.27
2010-01-17 06:00:00,0.0,1.89,0.9,2.09,64.63
2010-01-17 07:00:00,0.0,1.51,0.83,1.73,61.29
2010-01-17 08:00:00,0.0,1.2,1.05,1.6,48.79
2010-01-17 09:00:00,0.0,0.89,1.33,1.6,33.89
2010-01-17 10:00:00,0.0,0.55,1.48,1.58,20.19
2010-01-17 11:00:00,0.0,0.22,1.6,1.62,7.75
2010-01-17 12:00:00,0.0,-0.01,1.84,1.84,359.74
2010-01-17 13:00:00,0.0,-0.64,2.58,2.66,346.14
2010-01-17 14:00:00,0.0,-0.89,2.9,3.04,343.02
2010-01-17 15:00:00,0.0,-0.9,2.65,2.8,341.25
2010-01-17 16:00:00,0.0,-0.76,2.06,2.2,339.84
2010-01-17 17:00:00,0.0,-0.56,1.47,1.57,339.18
2010-01-17 18:00:00,0.0,-0.41,1.23,1.3,341.62
2010-01-17 19:00:00,0.0,-0.39,1.59,1.64,346.21
2010-01-17 20:00:00,0.0,-0.47,2.26,2.31,348.26
2010-01-17 21:00:00,0.0,-0.59,2.84,2.9,348.24
2010-01-17 22:00:00,0.0,-0.68,3.03,3.11,347.38
2010-01-17 23:00:00,0.0,-0.58,2.96,3.02,348.87
2010-01-18 00:00:00,0.01,-0.14,2.86,2.87,357.3
2010-01-18 01:00:00,0.0,0.06,2.64,2.64,1.23
2010-01-18 02:00:00,0.0,0.95,2.39,2.57,21.78
2010-01-18 03:00:00,0.0,1.76,1.73,2.47,45.54
2010-01-18 04:00:00,0.0,2.44,0.84,2.58,70.93
2010-01-18 05:00:00,0.005,2.9,-0.05,2.9,90.96
2010-01-18 06:00:00,0.005,3.03,-0.71,3.11,103.12
2010-01-18 07:00:00,0.0,2.79,-0.96,2.95,108.96
2010-01-18 08:00:00,0.0,2.34,-0.92,2.52,111.54
2010-01-18 09:00:00,0.0,1.89,-0.79,2.05,112.67
2010-01-18 10:00:00,0.0,1.61,-0.7,1.76,113.61
2010-01-18 11:00:00,0.0,1.56,-0.67,1.7,113.27
2010-01-18 12:00:00,0.0,1.76,-0.66,1.88,110.4
2010-01-18 13:00:00,0.0,3.04,-0.85,3.16,105.7
2010-01-18 14:00:00,0.0,3.46,-0.8,3.55,102.94
2010-01-18 15:00:00,0.0,3.81,-0.78,3.89,101.56
2010-01-18 16:00:00,0.0,4.05,-0.78,4.13,100.93
2010-01-18 17:00:00,0.0,4.15,-0.78,4.22,100.58
2010-01-18 18:00:00,0.0,4.04,-0.72,4.1,100.14
2010-01-18 19:00:00,0.0,3.7,-0.6,3.75,99.26
2010-01-18 20:00:00,0.0,3.27,-0.45,3.3,97.76
2010-01-18 21:00:00,0.0,2.91,-0.29,2.92,95.61
2010-01-18 22:00:00,0.0,2.75,-0.16,2.75,93.33
2010-01-18 23:00:00,0.0,2.7,-0.07,2.7,91.54
2010-01-19 00:00:00,0.0,2.61,-0.02,2.61,90.52
2010-01-19 01:00:00,0.0,2.38,0.17,2.39,86.02
2010-01-19 02:00:00,0.0,2.1,0.08,2.11,87.96
2010-01-19 03:00:00,0.0,2.16,0.35,2.19,80.9
2010-01-19 04:00:00,0.0,2.44,0.85,2.58,70.87
2010-01-19 05:00:00,0.0,2.81,1.4,3.14,63.42
2010-01-19 06:00:00,0.0,3.13,1.84,3.63,59.5
2010-01-19 07:00:00,0.0,3.29,2.03,3.87,58.37
2010-01-19 08:00:00,0.0,3.29,2.01,3.85,58.51
2010-01-19 09:00:00,0.0,3.11,1.89,3.64,58.71
2010-01-19 10:00:00,0.0,2.81,1.74,3.3,58.15
2010-01-19 11:00:00,0.0,2.56,1.6,3.02,57.92
2010-01-19 12:00:00,0.0,2.58,1.49,2.98,60.04
2010-01-19 13:00:00,0.0,2.34,1.44,2.75,58.27
2010-01-19 14:00:00,0.0,2.94,1.51,3.31,62.77
2010-01-19 15:00:00,0.0,3.26,1.33,3.52,67.79
2010-01-19 16:00:00,0.0,3.34,0.93,3.46,74.41
2010-01-19 17:00:00,0.0,3.21,0.28,3.22,85.03
2010-01-19 18:00:00,0.0,2.91,-0.67,2.99,103.03
2010-01-19 19:00:00,0.005,2.49,-1.9,3.13,127.32
2010-01-19 20:00:00,0.005,2.0,-3.03,3.63,146.48
2010-01-19 21:00:00,0.01,1.54,-3.62,3.93,156.98
2010-01-19 22:00:00,0.015,1.16,-3.38,3.57,161.08
2010-01-19 23:00:00,0.01,0.94,-2.65,2.81,160.4
2010-01-20 00:00:00,0.005,0.96,-1.9,2.13,153.2
2010-01-20 01:00:00,0.005,1.6,-1.34,2.09,130.04
2010-01-20 02:00:00,0.005,1.71,-1.53,2.3,131.86
2010-01-20 03:00:00,0.01,1.8,-1.72,2.49,133.7
2010-01-20 04:00:00,0.01,1.86,-1.91,2.67,135.84
2010-01-20 05:00:00,0.02,1.89,-2.17,2.88,138.93
2010-01-20 06:00:00,0.03,1.88,-2.54,3.16,143.39
2010-01-20 07:00:00,0.025,1.84,-3.03,3.55,148.75
2010-01-20 08:00:00,0.02,1.76,-3.49,3.91,153.29
2010-01-20 09:00:00,0.045,1.64,-3.72,4.06,156.19
2010-01-20 10:00:00,0.06,1.49,-3.59,3.88,157.4
2010-01-20 11:00:00,0.045,1.32,-3.31,3.56,158.22
2010-01-20 12:00:00,0.05,1.14,-3.18,3.38,160.33
2010-01-20 13:00:00,0.06,0.46,-3.88,3.91,173.26
2010-01-20 14:00:00,0.05,0.24,-3.9,3.9,176.54
2010-01-20 15:00:00,0.035,0.37,-3.77,3.79,174.42
2010-01-20 16:00:00,0.015,0.71,-3.53,3.61,168.63
2010-01-20 17:00:00,0.0,1.06,-3.22,3.39,161.76
2010-01-20 18:00:00,0.0,1.2,-2.82,3.07,157.05
2010-01-20 19:00:00,0.0,0.97,-2.4,2.59,157.89
2010-01-20 20:00:00,0.0,0.55,-2.08,2.15,165.29
2010-01-20 21:00:00,0.005,0.14,-2.05,2.05,176.08
2010-01-20 22:00:00,0.04,-0.08,-2.4,2.4,181.94
2010-01-20 23:00:00,0.065,-0.21,-2.91,2.92,184.16
2010-01-21 00:00:00,0.045,-0.41,-3.31,3.34,187.01
2010-01-21 01:00:00,0.03,0.09,-2.86,2.87,178.16
2010-01-21 02:00:00,0.03,-0.42,-3.24,3.26,187.44
2010-01-21 03:00:00,0.03,-1.01,-3.36,3.51,196.82
2010-01-21 04:00:00,0.0,-1.62,-3.22,3.61,206.66
2010-01-21 05:00:00,0.025,-2.16,-2.8,3.53,217.67
2010-01-21 06:00:00,0.04,-2.56,-2.02,3.26,231.67
2010-01-21 07:00:00,0.0,-2.75,-0.9,2.89,251.88
2010-01-21 08:00:00,0.01,-2.71,0.35,2.74,277.28
2010-01-21 09:00:00,0.0,-2.46,1.44,2.85,300.33
2010-01-21 10:00:00,0.0,-2.02,2.15,2.95,316.78
2010-01-21 11:00:00,0.0,-1.58,2.44,2.9,327.06
2010-01-21 12:00:00,0.0,-1.36,2.31,2.69,329.48
2010-01-21 13:00:00,0.005,-1.72,0.23,1.74,277.66
2010-01-21 14:00:00,0.015,-2.87,0.1,2.87,271.97
2010-01-21 15:00:00,0.025,-3.57,0.41,3.59,276.52
2010-01-21 16:00:00,0.015,-3.9,0.98,4.03,284.16
2010-01-21 17:00:00,0.02,-3.97,1.57,4.27,291.6
2010-01-21 18:00:00,0.03,-3.86,1.9,4.3,296.17
2010-01-21 19:00:00,0.04,-3.66,1.78,4.07,295.94
2010-01-21 20:00:00,0.085,-3.49,1.46,3.78,292.71
2010-01-21 21:00:00,0.175,-3.48,1.27,3.7,290.13
2010-01-21 22:00:00,0.221,-3.69,1.45,3.96,291.47
2010-01-21 23:00:00,0.24100000000000002,-4.0,1.79,4.38,294.13
2010-01-22 00:00:00,0.326,-4.22,1.99,4.67,295.21
2010-01-22 01:00:00,0.341,-3.79,0.8,3.88,281.87
2010-01-22 02:00:00,0.306,-4.03,0.88,4.12,282.33
2010-01-22 03:00:00,0.316,-4.1,0.98,4.22,283.42
2010-01-22 04:00:00,0.256,-4.06,1.07,4.2,284.76
2010-01-22 05:00:00,0.17,-3.95,1.13,4.11,285.88
2010-01-22 06:00:00,0.14,-3.84,1.11,4.0,286.19
2010-01-22 07:00:00,0.105,-3.76,1.01,3.89,285.12
2010-01-22 08:00:00,0.12,-3.69,0.82,3.78,282.55
2010-01-22 09:00:00,0.115,-3.62,0.54,3.66,278.44
2010-01-22 10:00:00,0.08,-3.52,0.18,3.53,272.97
2010-01-22 11:00:00,0.09,-3.42,-0.14,3.42,267.7
2010-01-22 12:00:00,0.17,-3.34,-0.3,3.35,264.87
2010-01-22 13:00:00,0.221,-3.91,-0.86,4.0,257.55
2010-01-22 14:00:00,0.201,-4.27,-0.65,4.32,261.39
2010-01-22 15:00:00,0.14,-4.37,-0.41,4.39,264.66
2010-01-22 16:00:00,0.115,-4.28,-0.18,4.28,267.64
2010-01-22 17:00:00,0.095,-4.07,0.05,4.07,270.68
2010-01-22 18:00:00,0.125,-3.8,0.28,3.81,274.14
2010-01-22 19:00:00,0.201,-3.55,0.47,3.58,277.61
2010-01-22 20:00:00,0.18,-3.41,0.47,3.44,277.93
2010-01-22 21:00:00,0.17,-3.48,0.07,3.48,271.1
2010-01-22 22:00:00,0.095,-3.82,-0.82,3.9,257.83
2010-01-22 23:00:00,0.105,-4.27,-1.73,4.6,247.88
2010-01-23 00:00:00,0.221,-4.64,-2.07,5.08,245.94
2010-01-23 01:00:00,0.401,-3.93,-1.31,4.14,251.56
2010-01-23 02:00:00,0.546,-4.73,-0.28,4.74,266.61
2010-01-23 03:00:00,0.35100000000000003,-4.97,0.45,4.99,275.22
2010-01-23 04:00:00,0.396,-4.8,0.95,4.89,281.19
2010-01-23 05:00:00,0.24100000000000002,-4.42,1.27,4.6,285.97
2010-01-23 06:00:00,0.20600000000000002,-4.04,1.46,4.3,289.88
2010-01-23 07:00:00,0.24100000000000002,-3.83,1.6,4.15,292.63
2010-01-23 08:00:00,0.301,-3.72,1.7,4.09,294.5
2010-01-23 09:00:00,0.29600000000000004,-3.64,1.79,4.05,296.24
2010-01-23 10:00:00,0.281,-3.5,1.91,3.99,298.59
2010-01-23 11:00:00,0.231,-3.36,2.05,3.94,301.42
2010-01-23 12:00:00,0.115,-3.3,2.24,3.98,304.17
2010-01-23 13:00:00,0.045,-2.27,1.24,2.59,298.68
2010-01-23 14:00:00,0.015,-2.6,1.56,3.03,300.99
2010-01-23 15:00:00,0.01,-3.04,2.1,3.69,304.59
2010-01-23 16:00:00,0.015,-3.5,2.72,4.43,307.83
2010-01-23 17:00:00,0.07,-3.82,3.22,4.99,310.12
2010-01-23 18:00:00,0.12,-3.81,3.36,5.08,311.43
2010-01-23 19:00:00,0.165,-3.39,3.02,4.54,311.76
2010-01-23 20:00:00,0.145,-2.79,2.46,3.72,311.47
2010-01-23 21:00:00,0.16,-2.34,2.04,3.1,311.07
2010-01-23 22:00:00,0.20600000000000002,-2.27,2.01,3.03,311.42
2010-01-23 23:00:00,0.226,-2.47,2.23,3.33,312.14
2010-01-24 00:00:00,0.306,-2.71,2.49,3.68,312.56
2010-01-24 01:00:00,0.331,-2.85,2.13,3.56,306.78
2010-01-24 02:00:00,0.396,-2.75,2.13,3.48,307.68
2010-01-24 03:00:00,0.341,-2.72,2.29,3.55,310.07
2010-01-24 04:00:00,0.311,-2.71,2.54,3.72,313.12
2010-01-24 05:00:00,0.256,-2.7,2.8,3.89,315.96
2010-01-24 06:00:00,0.13,-2.65,2.94,3.96,318.05
2010-01-24 07:00:00,0.125,-2.51,2.92,3.85,319.3
2010-01-24 08:00:00,0.16,-2.31,2.8,3.63,320.56
2010-01-24 09:00:00,0.256,-2.06,2.73,3.42,322.95
2010-01-24 10:00:00,0.266,-1.82,2.79,3.33,326.92
2010-01-24 11:00:00,0.34600000000000003,-1.75,3.0,3.47,329.72
2010-01-24 12:00:00,0.627,-2.04,3.32,3.9,328.38
2010-01-24 13:00:00,0.672,-3.36,3.05,4.54,312.2
2010-01-24 14:00:00,0.727,-3.48,3.15,4.69,312.1
2010-01-24 15:00:00,0.677,-3.25,3.28,4.62,315.22
2010-01-24 16:00:00,0.627,-2.81,3.45,4.45,320.84
2010-01-24 17:00:00,0.642,-2.34,3.69,4.37,327.59
2010-01-24 18:00:00,0.6970000000000001,-2.07,4.04,4.54,332.95
2010-01-24 19:00:00,0.687,-2.11,4.51,4.98,334.96
2010-01-24 20:00:00,0.757,-2.3,4.96,5.47,335.1
2010-01-24 21:00:00,0.7070000000000001,-2.42,5.24,5.77,335.26
2010-01-24 22:00:00,0.672,-2.26,5.23,5.7,336.58
2010-01-24 23:00:00,0.777,-1.92,4.98,5.34,338.94
2010-01-25 00:00:00,0.787,-1.51,4.61,4.86,341.84
2010-01-25 01:00:00,0.772,-1.86,3.96,4.38,334.88
2010-01-25 02:00:00,0.747,-1.64,3.48,3.85,334.73
2010-01-25 03:00:00,0.657,-1.55,3.22,3.58,334.35
2010-01-25 04:00:00,0.622,-1.51,3.15,3.49,334.4
2010-01-25 05:00:00,0.556,-1.42,3.2,3.5,336.03
2010-01-25 06:00:00,0.486,-1.19,3.33,3.54,340.41
2010-01-25 07:00:00,0.321,-0.73,3.49,3.57,348.24
2010-01-25 08:00:00,0.095,-0.15,3.66,3.66,357.69
2010-01-25 09:00:00,0.155,0.41,3.81,3.83,6.15
2010-01-25 10:00:00,0.195,0.84,3.92,4.01,12.1
2010-01-25 11:00:00,0.20600000000000002,1.17,3.88,4.05,16.85
2010-01-25 12:00:00,0.185,1.48,3.57,3.87,22.55
2010-01-25 13:00:00,0.165,1.14,2.12,2.41,28.33
2010-01-25 14:00:00,0.18,2.04,1.95,2.82,46.27
2010-01-25 15:00:00,0.201,2.98,1.68,3.42,60.62
2010-01-25 16:00:00,0.456,3.9,1.38,4.14,70.52
2010-01-25 17:00:00,0.647,4.7,1.16,4.84,76.14
2010-01-25 18:00:00,0.757,5.25,1.12,5.37,77.94
2010-01-25 19:00:00,0.862,5.49,1.34,5.65,76.25
2010-01-25 20:00:00,0.762,5.51,1.74,5.78,72.42
2010-01-25 21:00:00,0.657,5.43,2.21,5.86,67.88
2010-01-25 22:00:00,0.521,5.36,2.63,5.97,63.91
2010-01-25 23:00:00,0.47100000000000003,5.24,2.92,6.0,60.88
2010-01-26 00:00:00,0.461,4.99,3.02,5.83,58.76
2010-01-26 01:00:00,0.446,4.16,2.45,4.82,59.53
2010-01-26 02:00:00,0.47100000000000003,3.43,2.01,3.98,59.69
2010-01-26 03:00:00,0.361,3.0,1.83,3.52,58.63
2010-01-26 04:00:00,0.371,2.82,1.85,3.37,56.83
2010-01-26 05:00:00,0.42100000000000004,2.86,1.95,3.46,55.75
2010-01-26 06:00:00,0.34600000000000003,3.08,2.02,3.68,56.66
2010-01-26 07:00:00,0.366,3.43,2.01,3.98,59.7
2010-01-26 08:00:00,0.301,3.79,1.94,4.25,62.85
2010-01-26 09:00:00,0.256,3.96,1.91,4.4,64.28
2010-01-26 10:00:00,0.281,3.89,1.97,4.36,63.19
2010-01-26 11:00:00,0.29100000000000004,3.83,2.07,4.35,61.67
2010-01-26 12:00:00,0.341,4.14,2.13,4.65,62.7
2010-01-26 13:00:00,0.311,7.22,1.55,7.39,77.85
2010-01-26 14:00:00,0.35100000000000003,7.48,1.34,7.6,79.83
2010-01-26 15:00:00,0.47100000000000003,7.54,1.4,7.67,79.5
2010-01-26 16:00:00,0.5660000000000001,7.47,1.62,7.65,77.78
2010-01-26 17:00:00,0.632,7.39,1.89,7.63,75.63
2010-01-26 18:00:00,0.632,7.42,2.11,7.72,74.13
2010-01-26 19:00:00,0.652,7.63,2.16,7.93,74.18
2010-01-26 20:00:00,0.657,7.85,1.99,8.1,75.77
2010-01-26 21:00:00,0.617,7.87,1.55,8.02,78.85
2010-01-26 22:00:00,0.637,7.54,0.85,7.58,83.6
2010-01-26 23:00:00,0.727,7.02,0.09,7.02,89.26
2010-01-27 00:00:00,0.752,6.57,-0.44,6.58,93.88
2010-01-27 01:00:00,0.742,5.15,0.18,5.15,88.01
2010-01-27 02:00:00,0.6920000000000001,4.71,0.07,4.71,89.13
2010-01-27 03:00:00,0.607,4.96,-0.12,4.96,91.35
2010-01-27 04:00:00,0.642,5.61,-0.32,5.62,93.31
2010-01-27 05:00:00,0.662,6.19,-0.46,6.21,94.24
2010-01-27 06:00:00,0.5660000000000001,6.23,-0.43,6.24,93.93
2010-01-27 07:00:00,0.642,5.41,-0.17,5.42,91.76
2010-01-27 08:00:00,0.652,4.23,0.26,4.24,86.47
2010-01-27 09:00:00,0.42100000000000004,3.36,0.75,3.44,77.33
2010-01-27 10:00:00,0.226,3.29,1.24,3.52,69.31
2010-01-27 11:00:00,0.201,3.84,1.76,4.22,65.41
2010-01-27 12:00:00,0.396,4.64,2.36,5.21,63.09
2010-01-27 13:00:00,0.41600000000000004,5.27,3.12,6.13,59.41
2010-01-27 14:00:00,0.591,6.32,3.46,7.21,61.31
2010-01-27 15:00:00,0.797,7.29,3.64,8.15,63.49
2010-01-27 16:00:00,0.877,8.11,3.68,8.9,65.59
2010-01-27 17:00:00,0.852,8.7,3.63,9.43,67.33
2010-01-27 18:00:00,0.8170000000000001,9.0,3.55,9.68,68.46
2010-01-27 19:00:00,0.792,8.94,3.47,9.59,68.8
2010-01-27 20:00:00,0.767,8.46,3.34,9.09,68.46
2010-01-27 21:00:00,0.8220000000000001,7.51,3.11,8.13,67.49
2010-01-27 22:00:00,0.767,6.14,2.77,6.74,65.73
2010-01-27 23:00:00,0.782,4.72,2.42,5.31,62.87
2010-01-28 00:00:00,0.6920000000000001,3.74,2.22,4.34,59.3
2010-01-28 01:00:00,0.687,3.73,3.2,4.92,49.39
2010-01-28 02:00:00,0.857,3.65,2.87,4.64,51.9
2010-01-28 03:00:00,0.932,4.05,2.54,4.78,57.89
2010-01-28 04:00:00,0.862,4.71,2.24,5.22,64.56
2010-01-28 05:00:00,0.586,5.31,1.99,5.67,69.46
2010-01-28 06:00:00,0.501,5.51,1.83,5.81,71.65
2010-01-28 07:00:00,0.386,5.09,1.76,5.39,70.91
2010-01-28 08:00:00,0.34600000000000003,4.39,1.71,4.71,68.69
2010-01-28 09:00:00,0.261,3.86,1.57,4.16,67.88
2010-01-28 10:00:00,0.41600000000000004,3.86,1.25,4.06,72.12
2010-01-28 11:00:00,0.591,4.4,0.76,4.47,80.15
2010-01-28 12:00:00,0.662,5.38,0.17,5.39,88.24
2010-01-28 13:00:00,0.772,7.4,-2.01,7.67,105.2
2010-01-28 14:00:00,0.747,8.17,-2.52,8.55,107.13
2010-01-28 15:00:00,0.742,8.74,-3.19,9.31,110.07
2010-01-28 16:00:00,0.747,9.09,-3.94,9.91,113.41
2010-01-28 17:00:00,0.7170000000000001,9.21,-4.63,10.3,116.7
2010-01-28 18:00:00,0.5760000000000001,9.07,-5.16,10.43,119.64
2010-01-28 19:00:00,0.561,8.66,-5.43,10.22,122.07
2010-01-28 20:00:00,0.461,7.96,-5.38,9.61,124.07
2010-01-28 21:00:00,0.231,6.95,-5.01,8.57,125.76
2010-01-28 22:00:00,0.271,5.66,-4.31,7.12,127.28
2010-01-28 23:00:00,0.47600000000000003,4.34,-3.51,5.58,128.99
2010-01-29 00:00:00,0.316,3.28,-2.87,4.36,131.2
2010-01-29 01:00:00,0.24100000000000002,2.95,-2.48,3.85,130.11
2010-01-29 02:00:00,0.15,2.72,-2.35,3.6,130.87
2010-01-29 03:00:00,0.125,2.58,-2.16,3.36,129.91
2010-01-29 04:00:00,0.125,2.51,-1.94,3.17,127.71
2010-01-29 05:00:00,0.15,2.54,-1.82,3.12,125.7
2010-01-29 06:00:00,0.195,2.68,-1.93,3.3,125.72
2010-01-29 07:00:00,0.175,2.95,-2.32,3.75,128.19
2010-01-29 08:00:00,0.23600000000000002,3.19,-2.74,4.2,130.72
2010-01-29 09:00:00,0.251,3.23,-2.89,4.33,131.75
2010-01-29 10:00:00,0.256,2.99,-2.56,3.94,130.53
2010-01-29 11:00:00,0.08,2.67,-2.09,3.39,128.12
2010-01-29 12:00:00,0.03,2.52,-1.94,3.18,127.55
2010-01-29 13:00:00,0.0,2.24,-3.56,4.21,147.81
2010-01-29 14:00:00,0.015,3.11,-4.54,5.5,145.59
2010-01-29 15:00:00,0.04,4.14,-5.03,6.52,140.53
2010-01-29 16:00:00,0.34600000000000003,5.17,-5.11,7.27,134.71
2010-01-29 17:00:00,0.381,5.9,-4.86,7.65,129.48
2010-01-29 18:00:00,0.336,6.04,-4.33,7.43,125.67
2010-01-29 19:00:00,0.23600000000000002,5.4,-3.62,6.51,123.84
2010-01-29 20:00:00,0.21100000000000002,4.4,-2.92,5.28,123.64
2010-01-29 21:00:00,0.271,3.55,-2.47,4.32,124.8
2010-01-29 22:00:00,0.266,3.25,-2.41,4.05,126.56
2010-01-29 23:00:00,0.266,3.34,-2.71,4.3,129.02
2010-01-30 00:00:00,0.19,3.49,-3.23,4.76,132.76
2010-01-30 01:00:00,0.075,3.02,-4.1,5.09,143.69
2010-01-30 02:00:00,0.015,2.75,-5.01,5.72,151.2
2010-01-30 03:00:00,0.03,1.74,-4.97,5.27,160.76
2010-01-30 04:00:00,0.025,0.3,-4.3,4.31,176.06
2010-01-30 05:00:00,0.035,-1.11,-3.39,3.56,198.21
2010-01-30 06:00:00,0.01,-2.01,-2.65,3.32,217.24
2010-01-30 07:00:00,0.02,-2.06,-2.38,3.15,220.88
2010-01-30 08:00:00,0.04,-1.54,-2.43,2.88,212.28
2010-01-30 09:00:00,0.015,-0.85,-2.51,2.65,198.72
2010-01-30 10:00:00,0.0,-0.35,-2.4,2.43,188.35
2010-01-30 11:00:00,0.0,-0.09,-2.1,2.11,182.5
2010-01-30 12:00:00,0.0,-0.05,-1.69,1.69,181.7
2010-01-30 13:00:00,0.005,0.11,-0.84,0.85,172.81
2010-01-30 14:00:00,0.015,-0.2,-0.39,0.44,207.45
2010-01-30 15:00:00,0.0,-0.3,-0.13,0.32,246.09
2010-01-30 16:00:00,0.0,-0.22,-0.01,0.22,267.47
2010-01-30 17:00:00,0.0,-0.03,0.05,0.06,329.35
2010-01-30 18:00:00,0.0,0.24,0.14,0.27,59.9
2010-01-30 19:00:00,0.0,0.53,0.31,0.61,60.08
2010-01-30 20:00:00,0.0,0.82,0.58,1.01,54.56
2010-01-30 21:00:00,0.0,1.07,0.99,1.46,47.44
2010-01-30 22:00:00,0.0,1.28,1.5,1.97,40.64
2010-01-30 23:00:00,0.0,1.59,2.02,2.57,38.25
2010-01-31 00:00:00,0.005,2.16,2.42,3.25,41.66
2010-01-31 01:00:00,0.09,2.77,2.69,3.86,45.81
2010-01-31 02:00:00,0.14,4.02,2.91,4.97,54.13
2010-01-31 03:00:00,0.201,5.0,2.85,5.75,60.34
2010-01-31 04:00:00,0.165,5.7,2.6,6.27,65.5
2010-01-31 05:00:00,0.125,6.13,2.29,6.55,69.53
2010-01-31 06:00:00,0.195,6.27,2.04,6.59,71.97
2010-01-31 07:00:00,0.271,6.12,1.95,6.42,72.33
2010-01-31 08:00:00,0.20600000000000002,5.83,2.0,6.17,71.04
2010-01-31 09:00:00,0.18,5.6,2.17,6.01,68.79
2010-01-31 10:00:00,0.21100000000000002,5.53,2.4,6.02,66.54
2010-01-31 11:00:00,0.21100000000000002,5.43,2.55,6.0,64.87
2010-01-31 12:00:00,0.201,5.06,2.47,5.63,63.98
2010-01-31 13:00:00,0.341,2.07,1.43,2.52,55.35
2010-01-31 14:00:00,0.426,2.19,1.36,2.58,58.24
2010-01-31 15:00:00,0.516,3.29,1.41,3.58,66.87
2010-01-31 16:00:00,0.591,4.92,1.51,5.15,72.93
2010-01-31 17:00:00,0.486,6.45,1.57,6.63,76.3
2010-01-31 18:00:00,0.526,7.18,1.47,7.33,78.4
2010-01-31 19:00:00,0.581,6.68,1.15,6.78,80.22
2010-01-31 20:00:00,0.556,5.46,0.72,5.5,82.53
2010-01-31 21:00:00,0.461,4.27,0.32,4.28,85.73
2010-01-31 22:00:00,0.41100000000000003,3.71,0.06,3.71,89.0
2010-01-31 23:00:00,0.321,3.67,-0.16,3.67,92.48
2010-02-01 00:00:00,0.47600000000000003,3.88,-0.52,3.92,97.57
2010-02-01 01:00:00,0.672,4.59,-0.2,4.59,92.53
2010-02-01 02:00:00,0.617,4.35,-1.32,4.54,106.95
2010-02-01 03:00:00,0.541,3.91,-1.98,4.39,116.82
2010-02-01 04:00:00,0.581,3.41,-2.27,4.09,123.69
2010-02-01 05:00:00,0.727,3.04,-2.37,3.86,127.93
2010-02-01 06:00:00,0.5660000000000001,3.06,-2.46,3.93,128.79
2010-02-01 07:00:00,0.586,3.59,-2.65,4.46,126.47
2010-02-01 08:00:00,0.42100000000000004,4.22,-2.73,5.02,122.87
2010-02-01 09:00:00,0.276,4.44,-2.4,5.04,118.36
2010-02-01 10:00:00,0.11,3.95,-1.5,4.23,110.8
2010-02-01 11:00:00,0.09,3.37,-0.41,3.4,96.94
2010-02-01 12:00:00,0.20600000000000002,3.55,0.37,3.57,84.04
2010-02-01 13:00:00,0.431,5.34,0.77,5.39,81.82
2010-02-01 14:00:00,0.556,7.15,0.6,7.17,85.2
2010-02-01 15:00:00,0.742,8.4,0.35,8.41,87.59
2010-02-01 16:00:00,0.6970000000000001,9.12,0.06,9.12,89.6
2010-02-01 17:00:00,0.757,9.26,-0.24,9.26,91.46
2010-02-01 18:00:00,0.772,8.73,-0.52,8.75,93.38
2010-02-01 19:00:00,0.792,7.57,-0.74,7.61,95.57
2010-02-01 20:00:00,0.747,6.15,-0.85,6.2,97.84
2010-02-01 21:00:00,0.667,4.9,-0.77,4.97,98.96
2010-02-01 22:00:00,0.526,4.19,-0.49,4.22,96.72
2010-02-01 23:00:00,0.34600000000000003,3.9,-0.13,3.91,91.97
2010-02-02 00:00:00,0.321,3.81,0.14,3.81,87.86
2010-02-02 01:00:00,0.24600000000000002,3.86,0.38,3.88,84.32
2010-02-02 02:00:00,0.24100000000000002,4.44,0.32,4.45,85.86
2010-02-02 03:00:00,0.256,4.8,0.38,4.81,85.5
2010-02-02 04:00:00,0.301,4.97,0.5,5.0,84.23
2010-02-02 05:00:00,0.391,5.01,0.61,5.04,83.1
2010-02-02 06:00:00,0.386,4.95,0.58,4.98,83.26
2010-02-02 07:00:00,0.326,4.83,0.39,4.85,85.4
2010-02-02 08:00:00,0.21600000000000003,4.64,0.18,4.64,87.8
2010-02-02 09:00:00,0.21100000000000002,4.34,0.16,4.34,87.84
2010-02-02 10:00:00,0.15,3.91,0.47,3.94,83.08
2010-02-02 11:00:00,0.025,3.38,0.92,3.5,74.75
2010-02-02 12:00:00,0.0,2.77,1.23,3.03,66.08
2010-02-02 13:00:00,0.0,1.41,1.07,1.77,52.84
2010-02-02 14:00:00,0.0,1.35,0.98,1.67,53.88
2010-02-02 15:00:00,0.0,1.16,1.09,1.59,46.81
2010-02-02 16:00:00,0.0,0.9,1.3,1.58,34.52
2010-02-02 17:00:00,0.0,0.63,1.54,1.66,22.11
2010-02-02 18:00:00,0.005,0.41,1.71,1.76,13.65
2010-02-02 19:00:00,0.0,0.32,1.73,1.75,10.36
2010-02-02 20:00:00,0.0,0.32,1.56,1.6,11.57
